CNTYVTD,VTDKEY,Voter_Registration,Turnout,Spanish_Surname_Voter_Registration,Spanish_Surname_Turnout
"2150082",5625,10,5,10,1
"2150083",5626,3700,2677,2480,0.683135215453195
"2150084",5627,2452,1510,2002,0.762632978723404
"2150085",5628,3499,1902,3158,0.90269698572184
"2150086",5629,599,395,466,0.812820512820513
"2150087",5630,1248,565,1090,0.861261261261261
"2150088",5631,2562,1238,2289,0.902057613168724
"2150089",5632,7,6,4,0.666666666666667
"2150090",5633,4457,2510,4076,0.916430020283976
"2150091",5634,991,539,891,0.89365671641791
"2150092",5635,330,152,288,0.87248322147651
"2150093",5636,194,126,86,0.450381679389313
"2150094",5637,2745,1160,2421,0.864840989399293
"2150095",5638,4233,1990,3796,0.885093167701863
"2150096",5639,2697,1845,1634,0.589364035087719
"2150097",5640,2438,1309,1991,0.798286604361371
"2150098",5641,3899,2054,3485,0.882675986020969
"2150099",5642,3314,1561,2863,0.874591770084912
"2150100",5643,2682,1629,2284,0.849875930521092
"2150101",5644,711,512,492,0.668662674650699
"2150102",5645,1062,736,345,0.294594594594595
"2150103",5646,2915,1930,2183,0.740817382307294
"2150104",5647,2915,1461,2558,0.870317002881844
"2150105",5648,3211,2037,2638,0.812561819980218
"2150106",5649,2520,1772,1786,0.721661054994388
"2150107",5650,2395,1374,1952,0.801024140453548
"2150108",5651,2330,1138,2067,0.889288928892889
"2150109",5652,3319,1649,2611,0.792255685310387
"2150110",5653,1224,618,1080,0.905144694533762
"2150111",5654,2360,1445,1791,0.738128491620112
"2150112",5655,1798,860,1618,0.892145369284877
"2150113",5656,4011,2410,3188,0.774937133277452
"2150114",5657,3517,2426,2230,0.607657472210786
"2150115",5658,2984,1470,2666,0.883785664578984
"2150116",5659,2018,1146,1533,0.734763948497854
"2150117",5660,2932,1547,2586,0.902152641878669
"2150118",5661,1917,1264,1657,0.866141732283465
"2150119",5662,1163,713,1058,0.904494382022472
"2150120",5663,2378,1223,2132,0.892116182572614
"2150121",5664,127,94,106,0.855670103092783
"2150122",5665,2513,1402,2229,0.877818181818182
"2150123",5666,909,582,689,0.755281690140845
"2150124",5667,1353,929,829,0.614967462039046
"2150125",5668,1034,536,912,0.876404494382023
"2150126",5669,1571,980,1085,0.670010030090271
"2150127",5670,1078,584,1010,0.928196147110333
"2150128",5671,2316,1181,2085,0.90061565523307
"2150129",5672,163,114,98,0.62280701754386
"2150130",5673,1258,713,1012,0.780689655172414
"2150131",5674,21,14,16,0.733333333333333
"2150132",5675,1086,511,1024,0.940828402366864
"2150133",5676,111,69,97,0.882352941176471
"2150134",5677,2497,1724,1335,0.50899593731863
"2150135",5678,1780,1057,1140,0.650704225352113
"2150136",5679,1652,1023,1155,0.694747274529237
"2150137",5680,44,26,28,0.538461538461538
"2150138",5681,536,212,493,0.889952153110048
"2150139",5682,502,226,397,0.743478260869565
"2150140",5683,9,6,8,0.833333333333333
"2150141",5684,88,55,57,0.714285714285714
"2150142",5685,2063,1075,1851,0.891866028708134
"2150143",5686,3295,1870,2664,0.846900269541779
"2150144",5687,49,25,42,0.869565217391304
"2150145",5688,1008,560,926,0.911504424778761
"2150146",5689,2193,997,1977,0.897357723577236
"2150147",5690,169,89,133,0.701030927835051
"2150148",5691,110,47,82,0.619047619047619
"2150149",5692,101,47,88,0.883720930232558
"2150150",5693,1265,722,862,0.67032967032967
"2150151",5694,3047,2165,2185,0.724711316397229
"2150152",5695,2425,1566,1906,0.763461538461538
"2150153",5696,302,173,281,0.921052631578947
"2150154",5697,2592,1346,2320,0.879847908745247
"2150155",5698,569,346,502,0.852173913043478
"2150156",5699,1998,968,1803,0.92102454642476
"2150157",5700,1168,704,1064,0.92040520984081
"2150158",5701,3602,1996,3134,0.867296222664016
"2150159",5702,597,281,543,0.898181818181818
"2150160",5703,380,254,134,0.354838709677419
"2150161",5704,2068,1264,1614,0.77258064516129
"2150162",5705,623,439,318,0.554545454545455
"2150163",5706,2923,1326,2597,0.867579908675799
"2150164",5707,2070,1339,1381,0.668859649122807
"2150165",5708,724,490,541,0.739478957915832
"2150166",5709,651,382,493,0.740932642487047
"2150167",5710,568,405,387,0.660194174757282
"2150168",5711,394,195,363,0.879581151832461
"2150169",5712,420,296,382,0.912457912457912
"2150170",5713,825,471,755,0.903157894736842
"2150171",5714,19,12,16,0.916666666666667
"2150172",5715,49,25,33,0.807692307692308
"2150173",5716,1557,849,1066,0.630641330166271
"2150174",5717,973,489,887,0.910788381742739
"2150175",5718,1176,689,1044,0.883652430044183
"2150176",5719,1359,660,1122,0.814132104454685
"2150177",5720,731,365,651,0.882191780821918
"2150178",5721,25,17,13,0.411764705882353
"2150179",5722,463,212,433,0.924528301886792
"2150180",5723,214,103,183,0.85
"2150181",5724,847,615,174,0.190016103059581
"2150182",5725,1064,445,915,0.85876993166287
"2150183",5726,2810,1340,2602,0.906415094339623
"2150184",5727,35,27,14,0.321428571428571
"2150185",5728,0,0,0,0
"2150186",5729,255,106,229,0.875
"2150187",5730,2563,1466,1915,0.707487753673898
"2150188",5731,2293,1315,1325,0.500766871165644
"2150189",5732,828,354,710,0.887608069164265
"2150190",5733,475,295,307,0.641379310344828
"2150191",5734,474,306,434,0.905228758169935
"2150192",5735,515,257,438,0.801587301587302
"2150193",5736,466,314,343,0.734177215189873
"2150194",5737,2050,1269,1238,0.53579858379229
"2150195",5738,974,656,493,0.445454545454545
"2150196",5739,855,533,499,0.51789077212806
"2150197",5740,1135,496,1022,0.890438247011952
"2150198",5741,623,414,587,0.950124688279302
"2150199",5742,2549,1740,1758,0.684663986214819
"2150200",5743,2216,1577,1551,0.706640876853643
"2150201",5744,1136,848,787,0.7141162514828
"2150202",5745,872,573,360,0.329861111111111
"2150203",5746,4146,2662,2581,0.604878048780488
"2150204",5747,759,386,548,0.681697612732096
"2150205",5748,294,123,259,0.846774193548387
"2150206",5749,1312,765,1056,0.798709677419355
"2150207",5750,2400,1661,1698,0.702114803625378
"2150208",5751,73,39,71,0.897435897435897
"2150209",5752,1626,674,1420,0.839449541284404
"2150210",5753,448,242,398,0.882845188284519
"2150211",5754,316,203,197,0.708133971291866
"2150212",5755,1801,969,1556,0.836734693877551
"2150213",5756,204,101,165,0.772277227722772
"2150214",5757,1987,1205,1721,0.879194630872483
"2150215",5758,1283,721,819,0.641061452513967
"2150216",5759,1698,930,1500,0.86970684039088
"2150217",5760,216,97,199,0.918367346938776
"2150218",5761,924,493,828,0.905930470347648
"2150219",5762,1308,655,1163,0.879556259904913
"2150220",5763,608,349,502,0.839762611275964
"2150221",5764,1323,810,1126,0.82360097323601
"2150222",5765,12,9,4,0.333333333333333
"2150223",5766,480,375,291,0.617414248021108
"2150224",5767,216,184,113,0.521978021978022
"2150225",5768,326,159,299,0.928104575163399
"2150226",5769,2301,1493,1982,0.858695652173913
"2150227",5770,3942,1732,3509,0.867329047340736
"2150228",5771,1615,851,1508,0.895486935866983
"2150229",5772,1318,521,1186,0.87819253438114
"2150230",5773,914,694,607,0.634746922024624
"2150231",5774,347,185,221,0.629834254143646
"2150232",5775,1369,655,1236,0.900459418070444
"2150233",5776,5,0,4,0
"2150234",5777,2245,1301,1938,0.8672
"2150235",5778,262,186,152,0.553763440860215
"2150236",5779,446,301,310,0.658862876254181
"2150237",5780,876,541,802,0.906890130353817
"2150238",5781,115,86,100,0.897727272727273
"2150239",5782,2372,1327,1908,0.764928193499622
"2150240",5783,909,534,769,0.846153846153846
"2150241",5784,644,225,534,0.788546255506608
"2150242",5785,36,20,33,1
"2150243",5786,75,58,60,0.783333333333333
"2150244",5787,741,445,646,0.832183908045977
"2150245",5788,382,161,340,0.905660377358491
"2150246",5789,3,2,3,1
"2150247",5790,163,101,129,0.76
"2150248",5791,47,26,41,0.875
"2150249",5792,401,239,336,0.822033898305085
"2150250",5793,176,74,154,0.824324324324324
"2150251",5794,9,6,2,0
"2150252",5795,12,11,3,0.1
"2150253",5796,415,244,349,0.833333333333333
"2150254",5797,2560,1201,2344,0.874894336432798
"2150255",5798,249,152,141,0.518987341772152
"2150256",5799,338,244,224,0.673640167364017
"2150257",5800,492,322,450,0.91588785046729
"2150258",5801,19,10,19,0.9
"2150259",5802,878,460,841,0.894854586129754
"2170001",5803,1839,1162,224,0.106346483704974
"2170002",5804,2254,1595,104,0.0309789343246592
"2170003",5805,1360,628,435,0.255023183925811
"2170004",5806,2386,1574,142,0.0484472049689441
"2170005",5807,1358,948,88,0.0498442367601246
"2170006",5808,1705,1018,267,0.101377952755906
"2170007",5809,1055,721,66,0.0628415300546448
"2170008",5810,2381,1583,109,0.0416666666666667
"2170009",5811,1443,912,195,0.099671412924425
"2170010",5812,2391,1496,361,0.108753315649867
"2170011",5813,834,518,100,0.100569259962049
"2170012",5814,1775,1083,80,0.0358744394618834
"2170013",5815,2768,1695,163,0.0411594202898551
"2190011",5816,365,265,91,0.144486692015209
"2190014",5817,856,597,214,0.138564273789649
"2190015",5818,533,311,104,0.108974358974359
"2190016",5819,1903,1403,393,0.163191948238677
"2190021",5820,2258,1223,986,0.311036789297659
"2190024",5821,1082,568,435,0.294117647058824
"2190032",5822,2383,1161,1124,0.311263972484953
"2190033",5823,94,72,18,0.101694915254237
"2190035",5824,177,100,65,0.316326530612245
"2190036",5825,567,213,385,0.586854460093897
"2190043",5826,328,213,86,0.19811320754717
"2190044",5827,841,519,307,0.248995983935743
"2190045",5828,1707,1016,606,0.288288288288288
"2190046",5829,666,441,155,0.172335600907029
"2210101",5830,2201,1584,93,0.0518134715025907
"2210103",5831,3143,2174,219,0.0542279411764706
"2210105",5832,2352,1749,103,0.0357954545454545
"2210107",5833,963,707,49,0.0352112676056338
"2210112",5834,1929,1213,151,0.0565110565110565
"2210202",5835,3828,2585,289,0.0637557959814529
"2210211",5836,2104,1441,217,0.0777310924369748
"2210216",5837,3336,2813,83,0.0224518888096935
"2210218",5838,2676,2241,61,0.0236818588025022
"2210310",5839,2495,1969,43,0.0383644623927309
"2210313",5840,3110,2376,141,0.0276478094427903
"2210314",5841,3836,2791,321,0.0536672629695885
"2210317",5842,2164,1700,98,0.0344424985405721
"2210404",5843,2333,1468,254,0.0730223123732252
"2210408",5844,3066,2286,182,0.0492170022371365
"2210409",5845,4633,3471,264,0.0476887068461088
"2210415",5846,570,352,54,0.081570996978852
"2230001",5847,2301,1563,138,0.0480153649167734
"2230002",5848,2170,1402,160,0.0651537335285505
"2230003",5849,1989,1241,144,0.0572614107883817
"2230004",5850,1449,1020,126,0.0575609756097561
"2230005",5851,581,393,33,0.0378787878787879
"2230008",5852,312,214,16,0.0420560747663551
"2230011",5853,840,548,31,0.0292504570383912
"2230012",5854,295,224,10,0.0181818181818182
"2230013",5855,1061,687,120,0.0838235294117647
"2230014",5856,1088,747,79,0.0450819672131148
"2230016",5857,1169,843,44,0.036101083032491
"2230017",5858,1301,899,89,0.0564971751412429
"223001A",5859,1262,867,124,0.0621266427718041
"2230020",5860,630,444,24,0.0329411764705882
"2230023",5861,352,234,11,0.0253164556962025
"2230024",5862,774,566,29,0.0266429840142096
"2230025",5863,417,313,44,0.0744336569579288
"223002A",5864,1314,764,53,0.0261780104712042
"2230036",5865,960,695,42,0.0272596843615495
"223003A",5866,1700,1123,123,0.0503663003663004
"223004A",5867,1931,1212,158,0.0650205761316872
"2250001",5868,1160,763,70,0.0301441677588467
"2250002",5869,1431,989,54,0.0261306532663317
"2250003",5870,1506,859,63,0.0340136054421769
"2250004",5871,1823,1256,133,0.05390625
"2250005",5872,1300,966,40,0.0309278350515464
"2250006",5873,1111,787,20,0.0161490683229814
"2250007",5874,884,644,23,0.0182648401826484
"2250008",5875,354,291,4,0.00340136054421769
"2250009",5876,451,363,12,0.0217983651226158
"2250010",5877,290,217,7,0.00452488687782805
"2250011",5878,134,108,0,0
"2250012",5879,135,106,4,0.0272727272727273
"2250014",5880,254,189,16,0.0634920634920635
"2250015",5881,257,200,4,0
"2250016",5882,306,226,9,0.00440528634361234
"2250017",5883,315,233,10,0.0217391304347826
"2250018",5884,178,131,4,0.0305343511450382
"2250019",5885,663,483,18,0.0262096774193548
"2250020",5886,238,168,3,0.00595238095238095
"2250021",5887,357,268,10,0.0296296296296296
"2250022",5888,274,203,13,0.0434782608695652
"2270011",5889,1507,552,857,0.536630036630037
"2270012",5890,803,350,520,0.613832853025937
"2270013",5891,494,238,138,0.196506550218341
"2270014",5892,207,100,74,0.277227722772277
"2270016",5893,212,89,75,0.235955056179775
"2270024",5894,433,344,39,0.0943952802359882
"2270025",5895,1199,824,262,0.191831683168317
"2270026",5896,416,229,143,0.28125
"2270032",5897,118,67,40,0.15625
"2270033",5898,1612,978,488,0.269510926118626
"2270034",5899,1497,898,350,0.20067264573991
"2270035",5900,393,195,112,0.19047619047619
"2270037",5901,0,0,0,0
"2270042",5902,697,298,318,0.327759197324415
"2270045",5903,880,593,222,0.221311475409836
"2270046",5904,1121,529,465,0.327552986512524
"2270103",5905,195,107,44,0.177570093457944
"2270104",5906,136,90,25,0.0843373493975904
"2270105",5907,0,0,0,0
"227012A",5908,133,73,51,0.27536231884058
"2270205",5909,1351,984,97,0.0630630630630631
"2270207",5910,978,665,105,0.0859259259259259
"2270208",5911,1,0,1,0
"2270209",5912,0,0,0,0
"2270304",5913,595,403,97,0.128140703517588
"2270404",5914,717,450,142,0.140625
"2270405",5915,352,222,87,0.170403587443946
"2270408",5916,52,43,4,0.0697674418604651
"2270409",5917,558,360,102,0.149171270718232
"227207C",5918,626,428,160,0.179723502304147
"227208C",5919,188,131,24,0.147286821705426
"2290001",5920,766,438,344,0.435517970401691
"2290002",5921,335,187,277,0.745341614906832
"2290004",5922,492,249,146,0.334645669291339
"229003N",5923,191,102,73,0.254901960784314
"229003S",5924,295,181,201,0.650602409638554
"2310101",5925,1256,849,56,0.0396270396270396
"2310102",5926,488,330,18,0.0275229357798165
"2310103",5927,734,538,32,0.0371747211895911
"2310104",5928,984,713,97,0.0780141843971631
"2310105",5929,831,459,133,0.118055555555556
"2310106",5930,2188,1246,175,0.0630990415335463
"2310107",5931,3055,1975,241,0.0710997442455243
"2310108",5932,1682,964,220,0.105870020964361
"2310109",5933,1321,913,98,0.0516483516483516
"2310110",5934,892,512,113,0.107638888888889
"2310111",5935,726,478,70,0.0895833333333333
"2310212",5936,511,375,60,0.096514745308311
"2310213",5937,978,724,53,0.0513513513513514
"2310216",5938,2034,1471,178,0.0646464646464646
"2310217",5939,1599,1157,87,0.0518134715025907
"2310318",5940,742,529,44,0.0392523364485981
"2310319",5941,1954,1317,75,0.0324039186134137
"2310320",5942,2730,1556,115,0.0428849902534113
"2310321",5943,1560,986,64,0.0319258496395469
"2310322",5944,1293,695,110,0.065123010130246
"2310323",5945,2842,2040,150,0.0471050049067713
"2310324",5946,2698,1929,167,0.0512557662737058
"2310325",5947,2795,2044,91,0.025172754195459
"2310426",5948,505,344,26,0.0267857142857143
"2310427",5949,2942,1653,182,0.0633759902498476
"2310428",5950,2119,1281,174,0.066403162055336
"2310429",5951,400,319,7,0.0124610591900312
"2310430",5952,657,416,62,0.0804878048780488
"2310431",5953,568,364,91,0.115591397849462
"2310432",5954,1658,1179,62,0.0272108843537415
"2310433",5955,2485,1143,560,0.180035650623886
"2310434",5956,1420,1009,50,0.0266798418972332
"231214A",5957,2720,1787,186,0.0417371686407219
"231214B",5958,1248,843,68,0.0522565320665083
"231215A",5959,4789,3336,552,0.0765564492106047
"231215B",5960,1897,1323,102,0.0762264150943396
"2330011",5961,1764,1227,234,0.108623548922056
"2330014",5962,1743,1271,149,0.0863422291993721
"2330021",5963,3346,2370,173,0.0440677966101695
"2330023",5964,680,452,104,0.0844444444444444
"2330031",5965,1719,1221,146,0.0717821782178218
"2330033",5966,1502,899,326,0.148936170212766
"2330041",5967,70,54,1,0
"2330042",5968,2680,1321,725,0.188449848024316
"2350100",5969,309,213,51,0.102941176470588
"2350200",5970,335,229,69,0.152173913043478
"2350300",5971,275,168,61,0.162790697674419
"2350400",5972,376,287,46,0.0874125874125874
"2370001",5973,1153,758,91,0.0459317585301837
"2370002",5974,1127,823,40,0.0348977135980746
"2370003",5975,245,158,25,0.0674846625766871
"2370004",5976,827,653,38,0.0343283582089552
"2370005",5977,674,512,20,0.0251450676982592
"2370006",5978,1225,888,69,0.0385925085130533
"2390001",5979,2312,1450,477,0.15058986814712
"2390002",5980,2265,1542,593,0.185876082611592
"2390003",5981,1790,1300,342,0.149496514329977
"2390004",5982,362,246,59,0.131147540983607
"2390005",5983,635,443,118,0.11697247706422
"2390006",5984,723,402,251,0.240208877284595
"2390007",5985,135,99,20,0.117647058823529
"2390008",5986,567,377,106,0.127371273712737
"2390009",5987,667,508,66,0.0892494929006085
"2410001",5988,44,39,2,0.025
"2410002",5989,685,538,14,0.02
"2410003",5990,1187,814,34,0.0264817150063052
"2410004",5991,668,532,14,0.0218181818181818
"2410005",5992,150,116,1,0.00862068965517241
"2410006",5993,1215,768,88,0.0505836575875486
"2410007",5994,796,460,40,0.0348583877995643
"2410008",5995,988,615,37,0.0306451612903226
"2410009",5996,2022,1416,34,0.0124567474048443
"2410010",5997,1854,1240,45,0.0182975338106603
"2410011",5998,432,307,11,0.0313479623824451
"2410012",5999,600,421,17,0.00945626477541371
"2410013",6000,509,374,9,0.0132275132275132
"2410014",6001,2672,1681,83,0.027027027027027
"2410015",6002,2559,1903,70,0.0288713910761155
"2410016",6003,297,199,7,0.0248756218905473
"2410017",6004,1431,1026,35,0.0241779497098646
"2410019",6005,2065,1503,47,0.0205980066445183
"2410020",6006,1434,782,66,0.0310880829015544
"2410021",6007,1745,998,80,0.0415841584158416
"2430001",6008,381,319,30,0.0990415335463259
"2430002",6009,396,306,115,0.194805194805195
"2430003",6010,458,357,110,0.214689265536723
"2430004",6011,183,135,42,0.192592592592593
"2430005",6012,246,190,7,0.0364583333333333
"2450001",6013,1838,976,156,0.0650577124868835
"2450002",6014,1070,592,112,0.103789126853377
"2450003",6015,2148,1076,100,0.0400372439478585
"2450004",6016,1472,1117,80,0.0459770114942529
"2450005",6017,1574,1044,135,0.0744985673352436
"2450006",6018,1299,729,149,0.109530583214794
"2450007",6019,1458,898,122,0.0639470782800441
"2450008",6020,876,375,30,0.0244565217391304
"2450009",6021,3739,2843,305,0.0790902919212492
"2450010",6022,806,339,131,0.138728323699422
"2450011",6023,428,211,20,0.0240384615384615
"2450012",6024,503,276,9,0.0217391304347826
"2450013",6025,381,207,8,0.029126213592233
"2450014",6026,1509,777,184,0.0930232558139535
"2450015",6027,1355,714,241,0.180555555555556
"2450016",6028,479,230,143,0.290748898678414
"2450017",6029,2618,1812,221,0.0707675557974959
"2450018",6030,1802,1032,28,0.0165369649805447
"2450019",6031,1587,826,125,0.0742574257425743
"2450020",6032,1301,618,121,0.063391442155309
"2450021",6033,302,171,13,0.0121951219512195
"2450022",6034,2640,1714,211,0.0554919908466819
"2450023",6035,2079,1488,78,0.0305647840531561
"2450024",6036,547,390,22,0.0283505154639175
"2450025",6037,2243,1669,114,0.0443786982248521
