CNTYVTD,VTDKEY,BidenD_20G_President,TrumpR_20G_President,JorgensenL_20G_President,HawkinsG_20G_President,Write-InW_20G_President
"1132800",2407,0,0,0,0,0
"1132801",2408,1281,1399,46,9,0
"1132802",2409,1775,1735,39,10,0
"1132803",2410,453,620,16,2,0
"1132804",2411,916,1054,25,5,0
"1132805",2412,1745,1604,52,9,0
"1132806",2413,977,986,31,2,0
"1132807",2414,1095,851,22,9,0
"1132808",2415,1296,1271,23,9,0
"1132809",2416,1286,940,21,9,0
"1132810",2417,5,17,0,0,0
"1132900",2418,1269,1128,23,7,0
"1132901",2419,701,319,15,6,0
"1132902",2420,905,422,16,3,0
"1132903",2421,1348,699,46,3,0
"1132904",2422,2,3,0,0,0
"1132905",2423,166,240,3,0,0
"1132910",2424,11,16,1,1,0
"1132911",2425,102,105,3,0,0
"1132913",2426,4,3,0,0,0
"11329A1",2427,70,30,1,0,0
"1133000",2428,1789,1176,48,10,0
"1133001",2429,246,28,0,1,0
"1133002",2430,450,83,4,4,0
"1133003",2431,1081,136,5,8,0
"1133004",2432,1209,247,9,8,0
"1133005",2433,322,166,2,1,0
"1133006",2434,1781,1362,42,5,0
"1133007",2435,653,502,14,3,0
"1133008",2436,549,205,7,2,0
"1133009",2437,0,0,0,0,0
"1133010",2438,269,51,1,1,0
"1133011",2439,688,282,13,3,0
"1133012",2440,67,21,0,0,0
"1133013",2441,342,125,6,3,0
"1133014",2442,891,465,10,6,0
"1133015",2443,87,64,1,1,0
"1133016",2444,925,202,14,6,0
"1133017",2445,343,37,1,5,0
"1133018",2446,868,62,5,1,0
"1133019",2447,369,14,2,3,0
"1133020",2448,133,29,3,0,0
"1133021",2449,424,33,0,2,0
"1133022",2450,800,38,7,4,0
"1133023",2451,599,24,2,2,0
"1133024",2452,649,35,0,2,0
"1133025",2453,93,6,0,0,0
"1133026",2454,359,12,0,2,0
"1133027",2455,622,31,1,4,0
"1133028",2456,473,24,4,2,0
"1133029",2457,421,28,3,5,0
"1133030",2458,7,2,0,0,0
"1133031",2459,287,119,0,2,0
"1133032",2460,547,73,9,2,0
"1133033",2461,165,17,0,1,0
"1133034",2462,714,44,2,4,0
"1133035",2463,680,51,3,1,0
"1133036",2464,6,5,0,0,0
"1133037",2465,183,18,3,0,0
"1133038",2466,494,17,2,2,0
"1133039",2467,1111,57,2,5,0
"1133040",2468,564,40,6,5,0
"1133041",2469,77,5,0,1,0
"1133042",2470,672,25,3,3,0
"1133043",2471,930,44,3,6,0
"1133044",2472,1192,63,11,10,0
"1133045",2473,320,25,3,2,0
"1133046",2474,1281,183,15,10,0
"1133047",2475,750,249,13,5,0
"1133048",2476,1289,64,6,3,0
"1133049",2477,1038,50,4,3,0
"1133050",2478,822,71,6,5,0
"1133051",2479,386,21,3,2,0
"1133052",2480,1204,56,14,12,0
"1133053",2481,1306,113,8,3,0
"1133054",2482,1670,76,3,4,0
"1133055",2483,1484,121,6,3,0
"1133056",2484,1474,94,8,8,0
"1133057",2485,1315,156,6,10,0
"1133058",2486,1245,59,3,7,0
"1133059",2487,782,25,3,0,0
"1133060",2488,867,28,2,5,0
"1133061",2489,794,35,3,8,0
"1133062",2490,1274,67,5,8,0
"1133063",2491,1972,139,16,10,0
"1133064",2492,1519,78,5,10,0
"1133065",2493,1214,62,2,11,0
"1133066",2494,1100,54,3,9,0
"1133067",2495,1331,73,11,5,0
"1133068",2496,2162,129,22,9,0
"1133069",2497,944,41,5,6,0
"1133070",2498,1655,86,5,16,0
"1133071",2499,1319,76,7,8,0
"1133072",2500,27,3,0,0,0
"1133073",2501,95,7,0,1,0
"1133074",2502,285,79,3,1,0
"1133075",2503,90,12,1,0,0
"1133076",2504,0,0,0,0,0
"1133077",2505,1678,438,14,13,0
"1133078",2506,1538,279,29,12,0
"1133079",2507,195,115,1,2,0
"1133080",2508,495,222,6,3,0
"1133081",2509,776,484,18,2,0
"1133082",2510,1313,115,13,9,0
"1133083",2511,459,210,11,3,0
"1133084",2512,728,139,15,4,0
"1133085",2513,169,73,3,2,0
"1133086",2514,1755,1139,32,4,0
"1133087",2515,0,0,0,0,0
"1133088",2516,25,10,0,0,0
"1133089",2517,20,40,0,0,0
"1133090",2518,835,224,18,5,0
"1133091",2519,0,0,0,0,0
"1133092",2520,806,64,4,8,0
"1133093",2521,7,0,0,0,0
"1133094",2522,1,0,0,0,0
"1133095",2523,1133,429,20,5,0
"1133096",2524,1293,484,22,5,0
"1133097",2525,99,1,0,0,0
"1133098",2526,144,4,0,0,0
"1133099",2527,144,9,1,2,0
"11330A4",2528,1,0,0,0,0
"11330A6",2529,0,0,0,0,0
"11330C4",2530,0,0,0,0,0
"11330T4",2531,3,1,0,0,0
"11330T6",2532,0,0,0,0,0
"1133100",2533,1302,379,15,6,0
"1133101",2534,466,159,2,1,0
"1133102",2535,1579,319,22,10,0
"1133103",2536,1787,349,18,8,0
"1133104",2537,1506,380,9,5,0
"1133105",2538,1322,481,14,3,0
"1133106",2539,2005,457,28,11,0
"1133107",2540,1596,237,8,11,0
"1133108",2541,1028,703,27,4,0
"1133109",2542,1591,1176,33,6,0
"1133110",2543,1855,307,21,11,0
"1133111",2544,1,6,0,0,0
"1133112",2545,19,6,0,0,0
"1133113",2546,5,0,0,0,0
"1133114",2547,2,2,0,0,0
"1133115",2548,1283,321,7,7,0
"1133116",2549,5,1,0,0,0
"1133117",2550,46,12,0,0,0
"1133119",2551,0,0,0,0,0
"11331A4",2552,0,0,0,0,0
"11331A5",2553,0,0,0,0,0
"1133200",2554,1028,667,14,7,0
"1133201",2555,730,508,11,4,0
"1133202",2556,1129,382,14,10,0
"1133203",2557,991,407,7,5,0
"1133204",2558,1101,541,20,6,0
"1133205",2559,1114,155,12,5,0
"1133206",2560,1018,733,12,8,0
"1133207",2561,1132,673,20,11,0
"1133208",2562,797,368,9,3,0
"1133209",2563,75,61,3,0,0
"1133210",2564,933,525,18,7,0
"1133211",2565,532,216,16,4,0
"11332A0",2566,0,0,0,0,0
"11332A1",2567,0,0,0,0,0
"11332C1",2568,0,0,0,0,0
"11332T0",2569,0,0,0,0,0
"11332T1",2570,0,0,0,0,0
"1133304",2571,1052,873,15,11,0
"1133305",2572,1577,1228,33,14,0
"1133306",2573,601,423,12,1,0
"1133307",2574,757,386,8,7,0
"1133308",2575,772,482,14,11,0
"1133309",2576,819,581,8,6,0
"1133310",2577,875,816,22,10,0
"1133311",2578,741,744,13,3,0
"1133312",2579,1334,847,26,8,0
"1133313",2580,1637,678,17,10,0
"1133314",2581,1677,734,12,7,0
"1133315",2582,572,281,10,4,0
"1133316",2583,1136,792,12,4,0
"1133317",2584,987,371,6,5,0
"1133318",2585,704,392,8,8,0
"1133319",2586,41,17,0,0,0
"1133321",2587,0,0,0,0,0
"1133325",2588,970,401,12,7,0
"1133327",2589,1,0,0,0,0
"1133328",2590,9,7,0,0,0
"1133500",2591,1014,1786,22,4,0
"1133501",2592,2,6,0,0,0
"1133503",2593,374,662,10,2,0
"1133504",2594,187,331,3,1,0
"1133600",2595,1378,256,9,10,0
"1133601",2596,1324,288,9,8,0
"1133602",2597,430,79,2,3,0
"1133603",2598,172,44,2,0,0
"1133604",2599,1644,365,10,10,0
"1133605",2600,1379,230,6,9,0
"1133606",2601,1551,160,13,9,0
"1133607",2602,2714,326,15,11,0
"1133608",2603,2306,157,12,7,0
"1133609",2604,2004,372,17,5,0
"1133610",2605,278,107,5,1,0
"1133611",2606,600,209,8,2,0
"1133612",2607,1980,304,17,11,0
"1133613",2608,358,123,0,5,0
"1133614",2609,601,67,4,2,0
"1133615",2610,1649,198,11,3,0
"1133616",2611,397,53,5,3,0
"1133617",2612,1690,123,5,5,0
"1133618",2613,375,39,1,3,0
"1133619",2614,106,56,1,1,0
"1133620",2615,886,127,3,4,0
"1133621",2616,405,71,1,1,0
"1133701",2617,0,4,0,0,0
"1133702",2618,0,0,0,0,0
"1133800",2619,3014,215,20,11,0
"1133801",2620,194,50,0,0,0
"1133802",2621,2332,242,14,12,0
"1133803",2622,2180,216,4,6,0
"1133805",2623,3149,242,18,16,0
"1133806",2624,661,46,4,5,0
"1133807",2625,1512,244,12,5,0
"1133808",2626,1943,822,21,8,0
"1133809",2627,186,40,0,1,0
"1133900",2628,1927,320,12,13,0
"1133920",2629,630,883,15,7,0
"1133921",2630,1631,1320,15,12,0
"1133922",2631,39,9,2,0,0
"1133940",2632,897,381,11,18,0
"1133950",2633,987,281,11,6,0
"1133951",2634,1620,275,9,10,0
"1133952",2635,85,14,0,1,0
"1133960",2636,1214,1304,28,12,0
"1133961",2637,977,917,25,5,0
"1133962",2638,1619,1804,33,2,0
"1133963",2639,889,970,20,9,0
"1133964",2640,788,749,22,7,0
"1133965",2641,1238,1180,36,9,0
"1133966",2642,1335,1233,29,12,0
"1133967",2643,479,514,8,3,0
"1133968",2644,1302,1375,30,12,0
"1133969",2645,818,1416,16,5,0
"1133970",2646,1070,1525,26,4,0
"1133971",2647,985,1011,29,5,0
"1133980",2648,1131,1470,32,4,0
"1133981",2649,426,789,15,7,0
"1133982",2650,1049,1457,31,10,0
"1133983",2651,632,876,18,6,0
"1133984",2652,447,570,10,1,0
"1134000",2653,188,77,2,1,0
"1134001",2654,582,158,7,5,0
"1134002",2655,502,278,13,2,0
"1134003",2656,154,36,1,1,0
"1134004",2657,814,283,8,6,0
"1134005",2658,417,180,6,6,0
"1134006",2659,628,307,8,0,0
"1134007",2660,113,61,1,0,0
"1134008",2661,248,55,6,1,0
"1134009",2662,700,175,7,9,0
"1134010",2663,674,378,13,3,0
"1134011",2664,393,110,6,2,0
"1134012",2665,37,26,0,0,0
"1134013",2666,138,124,2,0,0
"1134014",2667,800,760,21,2,0
"1134015",2668,884,249,11,4,0
"1134016",2669,936,215,13,2,0
"1134017",2670,254,117,2,3,0
"1134018",2671,546,306,7,1,0
"1134019",2672,1467,286,19,4,0
"1134020",2673,522,163,7,2,0
"1134021",2674,1440,292,15,7,0
"1134022",2675,768,173,16,3,0
"1134023",2676,1,1,0,0,0
"1134024",2677,1025,151,15,10,0
"1134025",2678,196,13,4,1,0
"1134026",2679,73,13,0,1,0
"1134027",2680,143,37,2,1,0
"1134028",2681,509,38,4,2,0
"1134029",2682,5,2,0,0,0
"1134030",2683,13,2,0,0,0
"1134031",2684,1099,96,5,6,0
"1134033",2685,1086,391,19,5,0
"1134035",2686,692,104,4,3,0
"1134036",2687,435,61,2,2,0
"1134037",2688,96,21,2,1,0
"1134038",2689,1042,114,8,8,0
"1134039",2690,282,28,0,0,0
"1134040",2691,365,28,3,7,0
"1134041",2692,293,27,4,3,0
"1134043",2693,616,82,4,7,0
"1134044",2694,519,62,2,5,0
"1134046",2695,592,65,5,8,0
"1134047",2696,412,29,1,5,0
"1134048",2697,1,6,1,0,0
"1134049",2698,0,0,0,0,0
"1134050",2699,2298,661,28,14,0
"1134051",2700,1,0,0,0,0
"1134052",2701,1949,590,23,8,0
"1134053",2702,220,64,0,2,0
"1134054",2703,241,62,1,1,0
"1134055",2704,1176,332,12,10,0
"1134056",2705,1345,219,5,10,0
"1134057",2706,776,190,10,4,0
"1134058",2707,443,134,5,0,0
"1134059",2708,186,45,4,1,0
"1134060",2709,1053,236,10,7,0
"1134061",2710,1033,282,9,13,0
"1134062",2711,827,208,9,9,0
"1134063",2712,1478,358,14,8,0
"1134065",2713,310,91,4,3,0
"1134066",2714,461,145,4,6,0
"1134067",2715,901,237,14,5,0
"1134068",2716,890,230,7,8,0
"1134069",2717,1457,322,19,11,0
"1134070",2718,701,164,10,4,0
"1134071",2719,158,37,2,0,0
"1134072",2720,139,27,0,0,0
"1134073",2721,798,220,12,1,0
"1134074",2722,1537,357,25,2,0
"1134075",2723,522,113,4,5,0
"1134076",2724,1310,355,13,6,0
"1134077",2725,619,108,6,12,0
"1134078",2726,1084,228,17,6,0
"1134079",2727,2246,697,34,11,0
"1134080",2728,377,197,12,1,0
"1134081",2729,1418,279,7,12,0
"1134082",2730,942,188,10,6,0
"1134083",2731,746,178,8,2,0
"1134084",2732,281,50,1,3,0
"1134085",2733,398,102,2,4,0
"1134086",2734,1361,310,9,8,0
"1134087",2735,379,82,5,3,0
"1134088",2736,177,39,2,0,0
"1134090",2737,36,17,1,0,0
"1134091",2738,0,0,0,0,0
"1134092",2739,85,29,2,1,0
"1134093",2740,54,1,1,0,0
"1134094",2741,239,95,1,2,0
"1134095",2742,20,12,0,0,0
"1134096",2743,2,7,0,0,0
"1134097",2744,451,182,9,2,0
"1134098",2745,25,12,0,0,0
"1134099",2746,537,466,8,3,0
"11340A2",2747,0,0,0,0,0
"11340A3",2748,0,0,0,0,0
"1134100",2749,15,2,0,0,0
"1134101",2750,55,6,0,0,0
"1134107",2751,65,9,0,0,0
"1134108",2752,27,2,0,0,0
"1134109",2753,32,3,0,0,0
"1134110",2754,477,25,3,4,0
"1134111",2755,145,48,2,1,0
"1134112",2756,25,57,5,0,0
"1134113",2757,875,279,11,11,0
"1134114",2758,730,199,8,6,0
"1134115",2759,205,63,4,0,0
"1134116",2760,0,0,0,0,0
"1134117",2761,17,12,0,0,0
"1134118",2762,0,0,0,0,0
"1134119",2763,2,2,0,0,0
"1134120",2764,261,41,2,1,0
"1134122",2765,0,0,0,0,0
"1134125",2766,0,0,0,0,0
"1134126",2767,625,681,11,2,0
"1134127",2768,169,250,5,0,0
"1134128",2769,512,596,14,1,0
"1134129",2770,597,870,14,0,0
"1134130",2771,749,681,14,0,0
"1134131",2772,1043,213,13,4,0
"1134135",2773,792,175,13,2,0
"1134141",2774,81,25,0,0,0
"1134143",2775,77,8,1,0,0
"1134145",2776,0,0,0,0,0
"1134147",2777,21,5,0,0,0
"1134149",2778,35,9,1,0,0
"1134152",2779,0,0,0,0,0
"1134153",2780,150,46,2,1,0
"1134157",2781,124,35,1,1,0
"1134161",2782,434,134,6,1,0
"1134166",2783,0,0,0,0,0
"11341A1",2784,0,0,0,0,0
"1134300",2785,581,224,10,7,0
"1134500",2786,1051,597,7,7,0
"1134501",2787,953,613,21,5,0
"1134502",2788,1646,847,24,10,0
"1134503",2789,2200,888,21,15,0
"1134504",2790,572,354,4,5,0
"1134505",2791,810,533,9,8,0
"1134506",2792,493,352,11,9,0
"1134507",2793,542,79,5,3,0
"1134508",2794,208,136,6,2,0
"1134509",2795,457,499,7,3,0
"1134510",2796,776,421,14,4,0
"1134511",2797,627,397,9,7,0
"1134512",2798,406,387,10,5,0
"1134513",2799,987,451,10,10,0
"1134514",2800,462,405,10,4,0
"1134515",2801,763,328,13,6,0
"1134516",2802,15,3,0,0,0
"1134517",2803,1040,1186,35,11,0
"1134518",2804,718,477,10,4,0
"1134519",2805,1447,942,16,8,0
"1134520",2806,381,205,3,5,0
"1134521",2807,1730,1197,26,10,0
"1134522",2808,1678,899,28,10,0
"1134523",2809,300,146,3,2,0
"1134525",2810,555,258,8,9,0
"1134527",2811,575,316,12,7,0
"1134528",2812,0,0,0,0,0
"1134529",2813,327,205,5,3,0
"1134530",2814,124,25,4,0,0
"1134531",2815,155,189,3,3,0
"1134532",2816,107,84,3,1,0
"1134533",2817,435,243,6,4,0
"1134534",2818,38,10,0,0,0
"1134535",2819,330,168,3,4,0
"1134536",2820,18,10,0,0,0
"1134537",2821,3,0,0,0,0
"1134538",2822,353,161,7,4,0
"1134539",2823,0,0,0,0,0
"1134541",2824,0,0,0,0,0
"1134542",2825,0,0,0,0,0
"1134554",2826,16,16,0,0,0
"1134555",2827,10,9,0,0,0
"1134557",2828,0,0,0,0,0
"1134558",2829,0,0,0,0,0
"1134559",2830,0,0,0,0,0
"1134600",2831,883,770,22,0,0
"1134601",2832,1326,1273,25,13,0
"1134602",2833,720,567,14,4,0
"1134603",2834,21,8,0,0,0
"1134604",2835,1047,782,15,3,0
"1134605",2836,864,688,13,5,0
"1134606",2837,1010,726,25,4,0
"1134607",2838,667,419,15,5,0
"1134608",2839,1578,668,23,16,0
"1134609",2840,834,252,11,8,0
"1134610",2841,761,745,21,4,0
"1134611",2842,592,443,8,5,0
"1134612",2843,114,108,2,2,0
"1134613",2844,319,113,3,3,0
"1134614",2845,150,218,11,1,0
"1134615",2846,76,57,0,0,0
"1134616",2847,483,287,7,1,0
"1134617",2848,67,55,1,0,0
"1134618",2849,176,125,3,0,0
"1134619",2850,445,504,9,1,0
"1134620",2851,588,477,13,5,0
"1134621",2852,1741,501,23,15,0
"1134622",2853,760,514,16,6,0
"1134623",2854,988,580,12,9,0
"1134624",2855,621,476,9,11,0
"1134625",2856,820,711,17,3,0
"1134626",2857,1012,993,18,5,0
"1134627",2858,1833,1128,47,5,0
"1134628",2859,972,239,18,8,0
"1134629",2860,571,273,5,3,0
"1134630",2861,558,532,12,1,0
"1134631",2862,464,406,12,4,0
"1134632",2863,893,374,6,5,0
"1134633",2864,444,170,6,4,0
"1134634",2865,1510,1141,26,8,0
"1134639",2866,254,128,4,1,0
"1134640",2867,1264,455,20,11,0
"1134641",2868,215,146,5,1,0
"1134642",2869,50,44,0,2,0
"1134644",2870,7,2,0,0,0
"1134646",2871,174,161,4,2,0
"1134648",2872,1072,346,10,5,0
"1134649",2873,37,11,0,1,0
"1134651",2874,18,6,1,0,0
"1134652",2875,289,125,3,5,0
"1134653",2876,32,13,0,0,0
"1134654",2877,417,259,3,5,0
"1134655",2878,6,41,0,0,0
"1134656",2879,59,25,0,0,0
"1134657",2880,33,13,0,1,0
"1134658",2881,27,29,1,0,0
"1134659",2882,91,51,1,1,0
"1134660",2883,14,9,0,0,0
"1134661",2884,380,140,0,4,0
"1134662",2885,118,64,2,2,0
"1134663",2886,0,0,0,0,0
"1134664",2887,465,287,11,0,0
"1134665",2888,0,0,0,0,0
"1134667",2889,0,0,0,0,0
"1134673",2890,0,0,0,0,0
"1134674",2891,0,0,0,0,0
"1134675",2892,43,20,1,1,0
"1134677",2893,278,147,6,0,0
"1134678",2894,63,33,1,0,0
"1150001",2895,219,409,3,2,0
"1150002",2896,205,427,7,2,0
"1150003",2897,200,902,7,1,0
"1150004",2898,137,814,5,0,0
"1150005",2899,12,88,0,0,0
"1150011",2900,8,96,0,0,0
"1150012",2901,9,49,2,0,0
"1150013",2902,9,88,0,0,0
"1150017",2903,4,59,1,0,0
"1170001",2904,277,658,7,1,0
"1170002",2905,324,550,10,4,0
"1170003",2906,333,1404,11,6,0
"1170004",2907,329,681,7,6,0
"1190001",2908,72,501,5,1,0
"1190003",2909,69,192,2,2,0
"1190004",2910,61,350,6,0,0
"1190005",2911,99,507,5,0,0
"1190007",2912,20,157,2,0,0
"1190009",2913,21,199,0,0,0
"1190010",2914,61,256,4,0,0
"1211000",2915,429,1842,28,5,1
"1211001",2916,227,894,10,1,0
"1211002",2917,33,127,1,0,0
"1211003",2918,301,1102,14,4,0
"1211004",2919,562,1586,41,8,0
"1211005",2920,0,2,0,0,0
"1211006",2921,2,0,0,0,0
"1211007",2922,270,754,13,1,0
"1211008",2923,562,1976,29,3,0
"1211009",2924,24,128,3,1,0
"1211010",2925,591,2086,32,6,2
"1211011",2926,243,1028,20,3,0
"1211012",2927,253,318,10,1,1
"1211013",2928,801,1004,35,4,0
"1211014",2929,1003,950,22,5,0
"1211015",2930,406,455,21,2,0
"1211016",2931,1188,1468,30,4,0
"1211017",2932,975,1206,26,2,1
"1211018",2933,268,224,2,1,0
"1211019",2934,979,1234,18,3,0
"1211020",2935,762,1007,13,6,0
"1211021",2936,1101,1387,28,9,2
"1211022",2937,1495,1474,16,4,0
"1211023",2938,820,908,19,2,0
"1211024",2939,1257,1521,23,4,0
"1211025",2940,698,837,17,2,0
"1211026",2941,1528,2841,20,5,0
"1211027",2942,305,240,5,1,0
"1211028",2943,103,82,2,1,1
"1211029",2944,32,26,0,0,0
"1211030",2945,7,5,0,0,0
"1211031",2946,1008,859,23,6,1
"1211032",2947,1565,2102,36,3,1
"1211033",2948,924,1371,29,6,1
"1211034",2949,366,311,10,2,0
"1211035",2950,1800,1528,42,8,4
"1211036",2951,1375,1456,33,5,2
"1211037",2952,656,577,9,3,0
"1211038",2953,531,415,14,2,0
"1211039",2954,341,274,8,1,0
"1211040",2955,433,336,11,0,0
"1211041",2956,1595,1462,38,10,3
"1211042",2957,980,985,22,4,3
"1211043",2958,800,650,12,1,0
"1211044",2959,444,689,15,1,1
"1211045",2960,996,1546,34,5,1
"1211046",2961,201,429,2,4,1
"1211047",2962,1544,1185,40,3,0
"1211048",2963,1400,840,25,8,1
"1211049",2964,1423,1487,37,7,6
"1211050",2965,171,184,4,1,1
"1211051",2966,231,221,5,2,0
"1211052",2967,1065,1016,19,3,0
"1211053",2968,163,253,6,1,1
"1211054",2969,837,1058,32,4,0
"1211055",2970,319,405,9,1,0
"1211056",2971,405,469,13,6,1
"1211057",2972,278,243,10,2,0
"1211058",2973,931,804,31,5,0
"1211059",2974,1127,907,34,15,3
"1211060",2975,543,415,19,7,2
"1211061",2976,1331,852,45,11,2
"1211062",2977,1147,649,20,8,1
"1211063",2978,628,702,23,8,2
"1211064",2979,1196,966,37,9,1
"1211065",2980,349,383,14,5,0
"1211066",2981,66,71,2,1,0
"1212067",2982,568,635,18,6,0
"1212068",2983,1291,1600,46,2,1
"1212069",2984,952,1032,31,4,3
"1212070",2985,61,71,0,0,0
"1212071",2986,1230,2190,46,7,4
"1212072",2987,1077,1683,58,7,1
"1212073",2988,1120,1917,54,7,3
"1212074",2989,479,1274,19,3,0
"1212075",2990,195,306,4,1,0
"1212076",2991,1077,913,50,5,5
"1212077",2992,1352,1125,35,5,4
"1212078",2993,741,657,18,7,1
"1212079",2994,1068,1528,27,5,3
"1212080",2995,1046,1156,19,3,1
"1212081",2996,1634,1384,29,5,3
"1212082",2997,530,438,9,2,0
"1212083",2998,701,737,9,3,0
"1212084",2999,1176,1469,43,12,2
"1212085",3000,1197,1592,56,6,0
"1212086",3001,956,1333,41,6,1
"1212087",3002,1446,1463,39,6,1
"1212088",3003,770,819,33,8,0
"1212089",3004,982,1498,19,0,0
"1212090",3005,1589,1467,47,6,3
"1212091",3006,1422,2127,24,5,0
"1212092",3007,1767,1139,38,9,0
"1212093",3008,171,107,2,0,0
"1212094",3009,1461,875,19,4,0
"1212095",3010,994,1183,29,4,1
"1212096",3011,1258,1613,29,3,0
"1212097",3012,1749,1544,39,6,3
"1212098",3013,225,142,4,1,0
"1212099",3014,1020,1285,27,5,2
"1212100",3015,1770,648,40,12,1
"1212101",3016,1954,568,32,12,1
"1212102",3017,2183,1042,47,13,0
"1212103",3018,904,627,19,4,1
"1212104",3019,1377,1127,36,4,1
"1212105",3020,857,924,14,5,2
"1212106",3021,1593,1293,50,9,1
"1212107",3022,1480,1524,37,2,2
"1212108",3023,770,698,16,4,2
"1212109",3024,1626,1001,40,6,1
"1212110",3025,966,902,23,9,1
"1212111",3026,1800,1298,46,7,4
"1212112",3027,698,605,8,3,1
"1212113",3028,1336,1341,33,8,1
"1212114",3029,769,666,13,3,1
"1213115",3030,1424,846,25,6,2
"1213116",3031,2367,1395,38,9,3
"1213117",3032,423,200,10,1,0
"1213118",3033,855,785,12,3,2
"1213119",3034,61,57,1,1,0
"1213120",3035,701,649,13,4,0
"1213121",3036,810,640,18,3,2
"1213122",3037,1020,430,20,3,0
"1213123",3038,2217,1289,33,7,0
"1213124",3039,73,105,2,0,0
"1213125",3040,194,180,5,1,0
"1213126",3041,944,500,24,4,1
"1213127",3042,1744,683,29,16,4
"1213128",3043,1025,702,27,2,1
"1213129",3044,861,754,26,4,0
"1213130",3045,1757,1298,37,10,2
"1213131",3046,1409,1518,38,12,1
"1213132",3047,1197,990,30,8,1
"1213133",3048,1731,2011,65,19,5
"1213134",3049,666,865,24,5,4
"1213135",3050,1697,1548,41,11,6
"1213136",3051,660,720,15,5,0
"1213137",3052,994,931,32,6,0
"1213138",3053,1315,1602,26,7,2
"1213139",3054,1433,1948,38,12,9
"1213140",3055,1517,1851,36,6,3
"1213141",3056,974,2159,43,3,0
"1213142",3057,163,361,8,1,0
"1213143",3058,598,741,14,7,5
"1213144",3059,1315,1551,32,6,1
"1213145",3060,1553,1946,47,10,0
"1213146",3061,894,1170,28,2,2
"1213147",3062,1437,1933,60,5,6
"1213148",3063,839,1105,34,8,0
"1213149",3064,925,1198,26,5,0
"1213150",3065,809,1203,31,6,2
"1213151",3066,1064,1679,29,4,0
"1213152",3067,587,1104,31,3,1
"1213153",3068,836,1612,37,5,4
"1213154",3069,906,1549,30,6,0
"1213155",3070,1312,2108,36,7,0
"1213156",3071,191,526,4,0,0
"1213157",3072,74,210,1,0,0
"1213158",3073,945,1929,39,9,2
"1213159",3074,1166,1859,47,7,1
"1213160",3075,960,1706,30,5,0
"1214161",3076,1026,1040,37,2,1
"1214162A",3077,169,198,6,1,1
"1214162B",3078,34,40,1,0,0
"1214163",3079,1119,912,44,3,2
"1214164",3080,1568,1818,63,10,8
"1214165",3081,2610,1061,53,30,1
"1214166",3082,863,540,43,9,3
"1214167",3083,1718,688,35,16,5
"1214168",3084,899,305,21,14,4
"1214169",3085,1331,511,34,17,4
"1214170",3086,2251,395,60,19,2
"1214171",3087,184,65,4,2,0
"1214172",3088,1109,178,26,12,3
"1214173",3089,7,1,0,0,0
"1214174",3090,1005,162,22,8,2
"1214175",3091,160,51,7,2,0
"1214176",3092,975,1115,39,6,3
"1214177",3093,368,158,6,4,0
"1214178",3094,828,457,26,3,1
"1214179",3095,1142,1521,30,11,2
"1214180",3096,435,606,10,5,0
"1214181",3097,1541,1799,47,9,3
"1214182",3098,28,67,1,0,0
"1214183",3099,89,324,4,1,0
"1214184",3100,915,2183,57,5,0
"1214185",3101,426,1115,10,0,0
"1214186",3102,699,1837,18,2,1
"1214187",3103,914,248,21,14,1
"1214188",3104,0,1,0,0,0
"1214189",3105,134,327,4,1,0
"1214190",3106,572,1568,40,4,0
"1214191",3107,375,1065,21,4,2
"1214192",3108,271,774,20,4,0
"1214193",3109,631,2420,35,6,0
"1214194",3110,77,321,6,1,0
"1214195",3111,120,277,3,1,0
"1214196",3112,901,1984,26,1,1
"1214197",3113,244,891,8,2,2
"1214198",3114,525,1896,19,3,2
"1214199",3115,14,31,1,0,0
"1214200",3116,15,33,1,0,0
"1214201",3117,524,1137,27,2,1
"1214202",3118,1004,1989,34,3,4
"1214203",3119,820,1820,20,5,7
"1214204",3120,944,1559,29,6,6
"1214205A",3121,959,1845,25,6,1
"1214205B",3122,79,150,2,0,0
"1214206",3123,579,1496,19,4,3
"1214207",3124,270,862,11,1,0
"1214208",3125,337,790,15,1,1
"1214209",3126,655,1250,29,5,0
"1214210",3127,1389,2887,59,5,6
"1214211",3128,1057,2467,44,8,3
"1214212",3129,133,265,3,1,0
"1214213",3130,323,575,21,2,2
"1214214",3131,491,953,19,4,1
"1214215",3132,755,1357,35,7,1
"1214216",3133,308,682,10,2,1
"1214217",3134,387,853,16,3,1
"1214218",3135,102,236,3,1,1
"1214219",3136,489,1913,28,3,0
"1214220",3137,317,1278,23,3,1
"1214221",3138,51,86,3,1,0
"1214222",3139,897,1541,42,8,1
"1214223",3140,690,1242,36,3,0
"1214224",3141,418,740,11,2,0
"1219100",3142,0,0,0,0,0
"1219101",3143,0,0,0,0,0
"1219102",3144,0,0,0,0,0
"1219200",3145,0,0,0,0,0
"1219201",3146,0,0,0,0,0
"1219202",3147,0,0,0,0,0
"1219203",3148,0,0,0,0,0
"1219204",3149,0,0,0,0,0
"1219300",3150,0,0,0,0,0
"1219301",3151,0,0,0,0,0
"1219302",3152,0,0,0,0,0
"1219303",3153,0,0,0,0,0
"1219304",3154,0,0,0,0,0
"1230101",3155,213,996,10,1,0
"1230102",3156,321,259,10,2,0
"1230201",3157,51,322,1,1,0
"1230202",3158,142,620,2,0,0
"1230203",3159,91,616,2,0,0
